Received_Local,SensorReading,Longitude,Latitude
2019-3-21 09:08:03.233,181.9070932,-95.1562271118164,29.6491394042969
2019-3-21 09:08:08.367,195.6599572,-95.1561431884766,29.6497802734375
2019-3-21 09:08:13.827,200.6187771,-95.1560668945313,29.6506423950195
2019-3-21 09:08:14.700,186.6530373,-95.1560668945313,29.6506423950195
2019-3-21 09:08:17.213,185.8472953,-95.1560440063477,29.6510772705078
2019-3-21 09:09:35.197,188.0213072,-95.1558151245117,29.6628036499023
2019-3-21 09:09:51.030,185.1926102,-95.1556930541992,29.6652011871338
2019-3-21 09:11:54.863,184.2149617,-95.1547927856445,29.6832389831543
2019-3-21 09:13:38.167,180.2524502,-95.1534652709961,29.6981182098389
2019-3-21 09:13:50.290,182.732955,-95.1534576416016,29.6998558044434
2019-3-21 09:16:41.407,186.3033853,-95.1530609130859,29.7105617523193
2019-3-21 09:16:49.597,183.2797425,-95.1530609130859,29.7105617523193
2019-3-21 09:16:57.787,182.3214839,-95.1530609130859,29.7105617523193
2019-3-21 09:16:58.877,183.9955168,-95.1530609130859,29.7105617523193
2019-3-21 16:34:50.100,244.4169988,-95.1343078613281,29.6645164489746
2019-3-21 16:34:50.973,294.2537681,-95.1343078613281,29.6645164489746
2019-3-21 16:34:51.410,376.188786,-95.1343078613281,29.6645164489746
2019-3-21 16:34:52.177,480.6096763,-95.1343078613281,29.6645164489746
2019-3-21 16:34:52.720,623.664719,-95.1343078613281,29.6645164489746
2019-3-21 16:34:53.267,694.3925511,-95.1343078613281,29.6645164489746
2019-3-21 16:34:53.923,779.2863683,-95.1343078613281,29.6645164489746
2019-3-21 16:34:54.687,956.6891564,-95.1343078613281,29.6645164489746
2019-3-21 16:35:39.460,971.0917931,-95.1343078613281,29.6645164489746
2019-3-21 16:35:40.003,899.639036,-95.1343078613281,29.6645164489746
2019-3-21 16:35:40.660,853.1277498,-95.1343078613281,29.6645164489746
2019-3-21 16:35:41.423,879.1991695,-95.1343078613281,29.6645164489746
2019-3-21 16:35:41.970,874.8841706,-95.1343078613281,29.6645164489746
2019-3-21 16:35:42.627,923.4967304,-95.1343078613281,29.6645164489746
2019-3-21 16:35:43.170,874.6039572,-95.1343078613281,29.6645164489746
2019-3-21 16:35:43.937,841.7625927,-95.1343078613281,29.6645164489746
2019-3-21 16:35:44.590,835.1753372,-95.1343078613281,29.6645164489746
2019-3-21 16:35:45.137,813.8408682,-95.1343078613281,29.6645164489746
2019-3-21 16:35:45.793,832.7411931,-95.1343078613281,29.6645164489746
2019-3-21 16:35:46.337,805.3785898,-95.1343078613281,29.6645164489746
2019-3-21 16:35:46.883,857.7684818,-95.1343078613281,29.6645164489746
2019-3-21 16:35:47.757,877.024437,-95.1343078613281,29.6645164489746
2019-3-21 16:35:48.303,877.7682056,-95.1343078613281,29.6645164489746
2019-3-21 16:35:48.850,861.2025426,-95.1343078613281,29.6645164489746
2019-3-21 16:35:49.507,878.6953161,-95.1343078613281,29.6645164489746
2019-3-21 16:35:50.050,803.1310511,-95.1343078613281,29.6645164489746
2019-3-21 16:35:50.923,838.4390677,-95.1343078613281,29.6645164489746
2019-3-21 16:35:51.470,777.2657332,-95.1343078613281,29.6645164489746
2019-3-21 16:35:52.017,740.6353303,-95.1343078613281,29.6645164489746
2019-3-21 16:35:52.563,698.1919904,-95.1343078613281,29.6645183563232
2019-3-21 16:35:53.217,662.7558997,-95.1343078613281,29.6645183563232
2019-3-21 16:35:53.983,675.1138361,-95.1343078613281,29.6645183563232
2019-3-21 16:35:54.530,728.9789063,-95.1343078613281,29.6645183563232
2019-3-21 16:35:55.183,722.950772,-95.1343078613281,29.6645183563232
2019-3-21 16:35:55.730,654.9749847,-95.1343078613281,29.6645183563232
2019-3-21 16:35:56.603,615.9338502,-95.1343078613281,29.6645183563232
2019-3-21 16:35:57.150,584.8706371,-95.1343078613281,29.6645183563232
2019-3-21 16:35:57.697,535.7210631,-95.1343078613281,29.6645183563232
2019-3-21 16:35:58.240,501.4493874,-95.1343078613281,29.6645183563232
